# weight(kg) size (cm) gender(m|f)
 -1 186 m
 60 176 m
 45 158 f
 58 180 m
 70 186 m
 70 168 m
 60 168 m
 64 164 f
 68 178 m
 78 170 m
 80 189 m
 78 195 m
 66 172 f
 74 187 m
 84 180 m
 85 186 m
 75 185 m
 60 168 f
 71 179 m
 67 178 m
 88 183 m
 -1 179 m
 70 170 m
 60 175 m
 92 186 m
 53 159 f
 61 161 f
 78 178 m
100 175 m
100 185 m
 79 175 m
 62 162 f
 87 173 m
 69 172 m
 61 177 m
 90 175 m
 90 172 m
 80 177 m
100 180 m

